#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -35.6477  -35.6476  -35.6159  -35.6159  -34.9266  -34.9266  -34.9002  -34.9001  -34.8854  -34.8854  -24.1619  -24.1565  -24.1285  -24.1266  -21.2094  -21.1974  -21.1870  -21.1788  -21.1559  -21.1553  -10.0547  -10.0478   -9.8646   -9.8073   -3.7558   -3.1794   -2.3697   -1.6912   -1.6486   -1.6366    1.7001    2.1011    2.6639    3.4354    3.4750    3.5220    6.5399    6.5494    6.6835    6.7180    6.7424    6.9337    7.2390    7.3128
  0.0516  -35.6477  -35.6476  -35.6159  -35.6159  -34.9266  -34.9266  -34.9002  -34.9001  -34.8854  -34.8854  -24.1619  -24.1566  -24.1285  -24.1266  -21.2095  -21.1976  -21.1868  -21.1788  -21.1559  -21.1553  -10.1351  -10.1242   -9.7805   -9.7353   -3.7400   -3.1624   -2.3916   -1.7613   -1.6593   -1.5303    1.7147    2.1168    2.6436    3.3982    3.4578    3.5128    6.4320    6.5850    6.6303    6.6982    6.7618    6.7996    7.2975    7.4417
  0.1033  -35.6477  -35.6476  -35.6159  -35.6159  -34.9266  -34.9266  -34.9002  -34.9001  -34.8854  -34.8854  -24.1619  -24.1567  -24.1284  -24.1266  -21.2095  -21.1982  -21.1863  -21.1788  -21.1560  -21.1553  -10.2825  -10.2656   -9.6324   -9.5945   -3.6932   -3.1115   -2.4511   -1.8799   -1.5910   -1.4048    1.7553    2.1604    2.5861    3.2922    3.4186    3.4881    6.2361    6.4497    6.5955    6.6451    6.6979    6.8080    7.1738    7.2756
  0.1549  -35.6477  -35.6476  -35.6159  -35.6159  -34.9266  -34.9266  -34.9002  -34.9001  -34.8854  -34.8854  -24.1618  -24.1570  -24.1284  -24.1266  -21.2096  -21.1990  -21.1857  -21.1788  -21.1561  -21.1554  -10.4450  -10.4260   -9.4679   -9.4335   -3.6177   -3.0277   -2.5307   -1.9993   -1.4902   -1.2710    1.8136    2.2226    2.4984    3.1515    3.3581    3.4510    6.0043    6.1907    6.5762    6.5982    6.6778    6.7559    7.0667    7.1246
  0.2066  -35.6477  -35.6477  -35.6159  -35.6159  -34.9267  -34.9266  -34.9002  -34.9001  -34.8854  -34.8854  -24.1618  -24.1573  -24.1283  -24.1267  -21.2097  -21.2000  -21.1849  -21.1787  -21.1563  -21.1555  -10.6136  -10.5939   -9.2950   -9.2631   -3.5177   -2.9130   -2.6115   -2.1114   -1.3708   -1.1325    1.8762    2.2872    2.3919    3.0033    3.2876    3.4052    5.7710    5.9310    6.4871    6.5275    6.5805    6.6294    6.9118    6.9220
  0.2582  -35.6477  -35.6477  -35.6159  -35.6159  -34.9267  -34.9267  -34.9002  -34.9001  -34.8854  -34.8854  -24.1618  -24.1578  -24.1283  -24.1267  -21.2099  -21.2011  -21.1841  -21.1787  -21.1566  -21.1556  -10.7839  -10.7642   -9.1179   -9.0880   -3.4003   -2.7715   -2.6755   -2.2093   -1.2419   -0.9927    1.9217    2.2695    2.3415    2.8737    3.2222    3.3577    5.5490    5.6868    6.2958    6.3087    6.4895    6.5220    6.6910    6.7102
  0.3099  -35.6477  -35.6477  -35.6159  -35.6159  -34.9267  -34.9267  -34.9002  -34.9001  -34.8854  -34.8854  -24.1619  -24.1583  -24.1283  -24.1267  -21.2100  -21.2023  -21.1833  -21.1787  -21.1570  -21.1559  -10.9526  -10.9332   -8.9400   -8.9119   -3.2779   -2.7122   -2.5993   -2.2862   -1.1101   -0.8554    1.9168    2.1771    2.3296    2.7907    3.1712    3.3252    5.3429    5.4610    6.0898    6.0960    6.2862    6.2957    6.5385    6.5694
  0.3615  -35.6477  -35.6477  -35.6159  -35.6159  -34.9267  -34.9267  -34.9002  -34.9001  -34.8854  -34.8854  -24.1619  -24.1588  -24.1282  -24.1267  -21.2101  -21.2034  -21.1825  -21.1786  -21.1575  -21.1561  -11.1170  -11.0981   -8.7650   -8.7382   -3.1703   -2.6861   -2.4180   -2.3307   -0.9802   -0.7245    1.8433    2.1087    2.2577    2.7561    3.1326    3.3293    5.1543    5.2535    5.8902    5.9049    6.0538    6.0599    6.3753    6.3985
  0.4131  -35.6477  -35.6477  -35.6159  -35.6159  -34.9267  -34.9267  -34.9002  -34.9001  -34.8855  -34.8854  -24.1620  -24.1594  -24.1282  -24.1267  -21.2103  -21.2046  -21.1817  -21.1786  -21.1580  -21.1564  -11.2749  -11.2567   -8.5966   -8.5705   -3.0911   -2.5895   -2.3646   -2.1977   -0.8561   -0.6036    1.7339    2.0332    2.1570    2.7335    3.1043    3.3714    4.9835    5.0633    5.7066    5.7261    5.8342    5.8414    6.1948    6.2052
  0.4648  -35.6477  -35.6477  -35.6159  -35.6159  -34.9268  -34.9267  -34.9002  -34.9001  -34.8855  -34.8855  -24.1621  -24.1600  -24.1282  -24.1267  -21.2105  -21.2058  -21.1809  -21.1785  -21.1585  -21.1568  -11.4241  -11.4068   -8.4384   -8.4123   -3.0259   -2.4413   -2.3400   -1.9826   -0.7406   -0.4963    1.6195    1.9313    2.0566    2.6967    3.0850    3.4270    4.8294    4.8895    5.5348    5.5555    5.6366    5.6455    6.0052    6.0116
