  #K-Path    Energy        In        Sb
# NKPTS & NBANDS:  80  44
# Band-Index:    1
    0.000  -35.6195     0.000     0.999
    0.051  -35.6195     0.000     0.999
    0.101  -35.6195     0.000     0.999
    0.152  -35.6195     0.000     0.999
    0.203  -35.6195     0.000     0.999
    0.253  -35.6195     0.000     0.999
    0.304  -35.6195     0.000     0.999
    0.355  -35.6195     0.000     0.999
    0.405  -35.6195     0.000     0.999
    0.456  -35.6195     0.000     0.999
    0.507  -35.6195     0.000     0.999
    0.558  -35.6195     0.000     0.999
    0.608  -35.6195     0.000     0.999
    0.659  -35.6195     0.000     0.998
    0.710  -35.6195     0.000     0.998
    0.760  -35.6195     0.000     0.998
    0.811  -35.6195     0.000     0.998
    0.862  -35.6196     0.000     0.998
    0.912  -35.6196     0.000     0.998
    0.963  -35.6196     0.000     0.998
    0.963  -35.6196     0.000     0.998
    1.007  -35.6196     0.000     0.998
    1.051  -35.6196     0.000     0.998
    1.095  -35.6195     0.000     0.998
    1.139  -35.6195     0.000     0.998
    1.183  -35.6195     0.000     0.998
    1.226  -35.6195     0.000     0.998
    1.270  -35.6195     0.000     0.999
    1.314  -35.6195     0.000     0.999
    1.358  -35.6195     0.000     0.999
    1.402  -35.6195     0.000     0.999
    1.446  -35.6195     0.000     0.999
    1.490  -35.6195     0.000     0.999
    1.534  -35.6195     0.000     0.999
    1.578  -35.6195     0.000     0.999
    1.621  -35.6195     0.000     0.999
    1.665  -35.6195     0.000     0.999
    1.709  -35.6195     0.000     0.999
    1.753  -35.6195     0.000     0.999
    1.797  -35.6195     0.000     0.999
    1.797  -35.6195     0.000     0.999
    1.822  -35.6195     0.000     0.999
    1.848  -35.6195     0.000     0.999
    1.873  -35.6195     0.000     0.999
    1.898  -35.6195     0.000     0.999
    1.924  -35.6195     0.000     0.999
    1.949  -35.6195     0.000     0.999
    1.974  -35.6195     0.000     0.999
    2.000  -35.6195     0.000     0.999
    2.025  -35.6195     0.000     0.999
    2.050  -35.6195     0.000     0.999
    2.076  -35.6195     0.000     0.999
    2.101  -35.6195     0.000     0.999
    2.127  -35.6195     0.000     0.999
    2.152  -35.6195     0.000     0.999
    2.177  -35.6195     0.000     0.999
    2.203  -35.6195     0.000     0.999
    2.228  -35.6195     0.000     0.999
    2.253  -35.6195     0.000     0.999
    2.279  -35.6195     0.000     0.999
    2.279  -35.6195     0.000     0.999
    2.329  -35.6195     0.000     0.999
    2.380  -35.6195     0.000     0.999
    2.431  -35.6195     0.000     0.999
    2.481  -35.6195     0.000     0.999
    2.532  -35.6195     0.000     0.999
    2.583  -35.6195     0.000     0.999
    2.633  -35.6195     0.000     0.999
    2.684  -35.6195     0.000     0.999
    2.735  -35.6195     0.000     0.999
    2.785  -35.6195     0.000     0.999
    2.836  -35.6195     0.000     0.999
    2.887  -35.6195     0.000     0.999
    2.938  -35.6195     0.000     0.998
    2.988  -35.6195     0.000     0.998
    3.039  -35.6195     0.000     0.998
    3.090  -35.6195     0.000     0.998
    3.140  -35.6196     0.000     0.998
    3.191  -35.6196     0.000     0.998
    3.242  -35.6196     0.000     0.998
 
# Band-Index:    2
    3.242  -35.6196     0.000     0.998
    3.191  -35.6196     0.000     0.998
    3.140  -35.6196     0.000     0.998
    3.090  -35.6195     0.000     0.998
    3.039  -35.6195     0.000     0.998
    2.988  -35.6195     0.000     0.998
    2.938  -35.6195     0.000     0.998
    2.887  -35.6195     0.000     0.999
    2.836  -35.6195     0.000     0.999
    2.785  -35.6195     0.000     0.999
